canonical_smiles,pchembl_value
Cc1ccc(-c2noc(C)c2COc2ccc(C(=O)NC3(C)CCS(=O)(=O)CC3)nn2)cn1,8.34
Cc1ccc(-c2noc(C)c2COc2ccc(C(=O)NC3(C)CCSCC3)nn2)cn1,7.81
Cc1ccc(-c2noc(C)c2COc2ccc(C(=O)NC3(C)COC3)nn2)cn1,8.3
Cc1ccc(-c2noc(C)c2COc2ccc(C(=O)NC3CC(F)(F)C3)nn2)cn1,8.05
Cc1ccc(-c2noc(C)c2COc2ccc(C(=O)NC3CC3)nn2)cn1,8.28
Cc1ccc(-c2noc(C)c2COc2ccc(C(=O)NC3CC4(C3)CC(F)(F)C4)nn2)cn1,7.72
Cc1ccc(-c2noc(C)c2COc2ccc(C(=O)NC3CC4(COC4)C3)nn2)cn1,8.07
Cc1ccc(-c2noc(C)c2COc2ccc(C(=O)NC3CCC(F)(F)CC3)nn2)cn1,7.79
Cc1ccc(-c2noc(C)c2COc2ccc(C(=O)NC3CCCOCC3)nn2)cn1,7.83
Cc1ccc(-c2noc(C)c2COc2ccc(C(=O)NC3CCOC(C)(C)C3)nn2)cn1,7.79
Cc1ccc(-c2noc(C)c2COc2ccc(C(=O)NC3CCOC3)nn2)cn1,8.18
Cc1ccc(-c2noc(C)c2COc2ccc(C(=O)NC3CCOCC3)cn2)cn1,8.32
Cc1ccc(-c2noc(C)c2COc2ccc(C(=O)NC3CCOCC3)cn2)nn1,9.4
Cc1ccc(-c2noc(C)c2COc2ccc(C(=O)NC3CCOCC3)nn2)cn1,7.58
Cc1ccc(-c2noc(C)c2COc2ccc(C(=O)NC3CCOCC3)nn2)nn1,9.0
Cc1ccc(-c2noc(C)c2COc2ccc(C(=O)NC3CCS(=O)(=O)C3)cn2)cn1,7.72
Cc1ccc(-c2noc(C)c2COc2ccc(C(=O)NC3CCS(=O)(=O)C3)nn2)cn1,8.24
Cc1ccc(-c2noc(C)c2COc2ccc(C(=O)NC3CCS(=O)(=O)CC3)nn2)cn1,7.91
Cc1ccc(-c2noc(C)c2COc2ccc(C(=O)NC3CN(C(C)C)C3)nn2)cn1,8.31
Cc1ccc(-c2noc(C)c2COc2ccc(C(=O)NCC(C)C)nn2)cn1,7.84
Cc1ccc(-c2noc(C)c2COc2ccc(C(=O)NCC3(C)COC3)nn2)cn1,7.87
Cc1ccc(-c2noc(C)c2COc2ccc(C(=O)NCC3(O)COC3)nn2)cn1,7.97
Cc1ccc(-c2noc(C)c2COc2ccc(C(=O)NCC3CC3)nn2)cn1,7.85
Cc1ccc(-c2noc(C)c2COc2ccc(C(=O)NCCC#N)nn2)cn1,7.94
Cc1ccc(-c2noc(C)c2COc2ccc(C(=O)NCCO)nn2)cn1,8.1
Cc1ccc(-c2noc(C)c2COc2ccc(C(=O)N[C@@H]3CCCC(F)(F)[C@H]3O)cn2)cn1,7.58
Cc1ccc(-c2noc(C)c2COc2ccc(C(=O)N[C@@H]3CCCC[C@@H]3O)nn2)cn1,7.91
Cc1ccc(-c2noc(C)c2COc2ccc(C(=O)N[C@@H]3CCCC[C@H]3O)nn2)cn1,8.03
Cc1ccc(-c2noc(C)c2COc2ccc(C(=O)N[C@@H]3CCOC[C@@H]3C)nn2)cn1,7.54
Cc1ccc(-c2noc(C)c2COc2ccc(C(=O)N[C@@H]3CCOC[C@H]3O)cn2)cn1,7.68
Cc1ccc(-c2noc(C)c2COc2ccc(C(=O)N[C@@H]3CCOC[C@H]3O)nn2)cn1,8.1
Cc1ccc(-c2noc(C)c2COc2ccc(C(=O)N[C@@H]3CCS(=O)(=O)C3)cn2)cn1,7.93
Cc1ccc(-c2noc(C)c2COc2ccc(C(=O)N[C@@H]3CC[C@@H](O)C3)nn2)cn1,8.28
Cc1ccc(-c2noc(C)c2COc2ccc(C(=O)N[C@@H]3CC[C@@H](OCC(F)F)C3)nn2)cn1,7.95
Cc1ccc(-c2noc(C)c2COc2ccc(C(=O)N[C@@H]3C[C@@H]4CC[C@@H]3O4)nn2)cn1,7.73
Cc1ccc(-c2noc(C)c2COc2ccc(C(=O)N[C@@]3(C)CCOC3)nn2)cn1,7.98
Cc1ccc(-c2noc(C)c2COc2ccc(C(=O)N[C@H]3CC4CCC3O4)nn2)cn1,7.78
Cc1ccc(-c2noc(C)c2COc2ccc(C(=O)N[C@H]3CCCC(F)(F)[C@@H]3O)cn2)cn1,7.37
Cc1ccc(-c2noc(C)c2COc2ccc(C(=O)N[C@H]3CCCC[C@@H]3O)cn2)cn1,7.52
Cc1ccc(-c2noc(C)c2COc2ccc(C(=O)N[C@H]3CCCC[C@@H]3O)nn2)cn1,7.38
Cc1ccc(-c2noc(C)c2COc2ccc(C(=O)N[C@H]3CCOC[C@@H]3O)cn2)cn1,7.64
Cc1ccc(-c2noc(C)c2COc2ccc(C(=O)N[C@H]3CCS(=O)(=O)C3)cn2)cn1,8.28
Cc1ccc(-c2noc(C)c2COc2ccc(C(=O)N[C@H]3CC[C@@](C)(O)CC3)nn2)cn1,7.86
Cc1ccc(-c2noc(C)c2COc2ccc(C(=O)N[C@H]3CC[C@H](O)CC3)nn2)cn1,8.26
Cc1ccc(-c2noc(C)c2COc2ccc(C(=O)N[C@H]3CC[C@H](OCC(F)F)CC3)nn2)cn1,7.88
Cc1ccc(-c2noc(C)c2COc2ccc(C(=O)N[C@H]3CC[C@](C)(O)CC3)nn2)cn1,8.0
