canonical_smiles,pchembl_value
C=C1C[C@@H](c2nc3ccc(Cl)c(C)c3[nH]2)N(C(=O)c2nc(C)sc2-c2cccc(C)c2)C1,9.05
C=C1C[C@@H](c2nc3ccc(Cl)c(C)c3[nH]2)N(C(=O)c2nc(C)sc2-c2cccc(OC)c2)C1,9.0
C=C1C[C@@H](c2nc3ccc(OC)cc3[nH]2)N(C(=O)c2cc(C)c(C)cc2-n2nccn2)C1,6.86
C=C1C[C@@H](c2nc3ccc(OC)cc3[nH]2)N(C(=O)c2cc(C)ccc2-n2cccn2)C1,5.3
C=C1C[C@@H](c2nc3cccc(C)c3[nH]2)N(C(=O)c2cc(C)c(C)cc2-n2nccn2)C1,6.38
C=C1C[C@@H](c2nc3cccc(C)c3[nH]2)N(C(=O)c2cc(Cl)ccc2-n2nccn2)C1,6.44
C=C1C[C@@H](c2nc3cccc(C)c3[nH]2)N(C(=O)c2nc(C)ccc2-n2cccn2)C1,5.97
C=C1C[C@@H](c2nc3cccc(C)c3[nH]2)N(C(=O)c2nc(C)ccc2-n2nccn2)C1,6.48
C=C1C[C@@H](c2nc3cccc(C)c3[nH]2)N(C(=O)c2nc(C)sc2-c2cc(C)cc(C)c2)C1,7.13
C=C1C[C@@H](c2nc3cccc(C)c3[nH]2)N(C(=O)c2nc(C)sc2-c2ccc(Br)cc2)C1,7.26
C=C1C[C@@H](c2nc3cccc(C)c3[nH]2)N(C(=O)c2nc(C)sc2-c2ccc(Cl)c(Cl)c2)C1,8.3
C=C1C[C@@H](c2nc3cccc(C)c3[nH]2)N(C(=O)c2nc(C)sc2-c2ccc(Cl)cc2)C1,6.95
C=C1C[C@@H](c2nc3cccc(C)c3[nH]2)N(C(=O)c2nc(C)sc2-c2ccc(F)c(Br)c2)C1,7.82
C=C1C[C@@H](c2nc3cccc(C)c3[nH]2)N(C(=O)c2nc(C)sc2-c2ccc(F)cc2)C1,7.0
C=C1C[C@@H](c2nc3cccc(C)c3[nH]2)N(C(=O)c2nc(C)sc2-c2ccc(OC)nc2)C1,6.74
C=C1C[C@@H](c2nc3cccc(C)c3[nH]2)N(C(=O)c2nc(C)sc2-c2cccc(Br)c2)C1,7.89
C=C1C[C@@H](c2nc3cccc(C)c3[nH]2)N(C(=O)c2nc(C)sc2-c2cccc(C(F)(F)F)c2)C1,7.82
C=C1C[C@@H](c2nc3cccc(C)c3[nH]2)N(C(=O)c2nc(C)sc2-c2cccc(OC)c2)C1,7.8
C=C1C[C@@H](c2nc3cccc(SC)c3[nH]2)N(C(=O)c2cc(C)ccc2-n2nccn2)C1,7.12
C=CCCCc1ccc2cc(N3CCCN(C(=O)c4cc(CC=C)ccc4-n4nccn4)CC3)ccc2c1,7.2
C=CCN(CCc1nc(C(=O)O)c(C)o1)C(=O)c1ccccc1-n1nccn1,6.0
C=CCNC(=O)CCC(=O)NNc1nc2ccccc2c2nc(-c3ccccc3)nn12,5.54
C=CCSC1=C(C#N)C(c2ccccc2Cl)C(C(=O)c2cccs2)C(O)(C(F)(F)F)N1,6.09
C=CCn1c(SCC(=O)Nc2cc3oc4ccccc4c3cc2OC)nnc1-c1cnccn1,5.984999999999999
C=CCn1c(SCc2csc(-c3ccc(Cl)cc3)n2)nnc1-c1ccccc1OC,5.425000000000001
C=CCn1c2ccccc2c(=O)c2cc(C#Cc3cc(OC)cc(OC)c3)ccc21,5.515000000000001
C=Cc1ccc(C(=O)N2C[C@H](Oc3nccc(C#N)c3C)CC[C@H]2C)c(-n2nccn2)n1,5.71
C=Cc1ccc(S(=O)(=O)N2CCC[C@H]2C(=O)Nc2cc(C)cc(C)c2)cc1,6.72
C=Cc1cnc2c(O[C@@H]3CC[C@@H](C)N(C(=O)c4ccccc4-n4nccn4)C3)nccn12,5.29
CC(/C=C/c1ccccc1)=N/Nc1nc(Nc2ccccc2)nc(-n2nc(C)cc2C)n1,5.0
CC(=C/c1ccccc1)/C=C1/SC(N2CCOCC2)=NC1=O,5.855
CC(=N)OC(=N)c1ccc(CN2CCCC3(CCN(c4cnc5ccccc5n4)CC3)C2=O)cc1,5.5
CC(=O)NC1CCC(CNC(=O)c2cccc3cccnc23)N(C(=O)c2ccccc2-c2ccccc2)C1,5.7
CC(=O)Nc1cc(C(=O)N2C[C@H](Oc3nccc(C#N)c3C)CC[C@H]2C)c(-c2ccccc2)cn1,7.575
CC(=O)Nc1cccc(OCC(=O)NC(C)c2ccc3ccccc3c2)c1,5.625
