model,embedding_dim,regressor,max_iter,split_random_r,split_random_rmse,split_scaffold_r,split_scaffold_rmse,n_compounds,target,notes
ibm/MoLFormer-XL-both-10pct,768,"MLP (256, 128)",200,0.786015137897199,0.6514103780414855,0.6316393532050555,0.7488326882436063,7481,HCRTR2,"MoLFormer-XL (45M), mean pooling, inference-only, no protein embedding"
