Model \ Test,ADORA1,CHRM2,CHRM4,GABRA1,HCRTR1,HCRTR2
ADORA1,0.5835911751515711,0.035570981334868225,0.07292851232189394,-0.08604076798032181,-0.11279686399261521,-0.028767122097421716
CHRM2,-0.015688981772257093,0.6535663379389788,0.457307380199876,-0.13862343467192847,0.10734223814425688,0.06733077304913485
CHRM4,-0.0023210563961885908,0.4522477538811696,0.5851568090160741,0.016506817972461646,0.1728038524787726,-0.014434478185495883
GABRA1,0.06594931542744933,-0.16712922406532754,-0.11589166147857662,0.635968968400371,-0.031009624116926197,0.02967807104650936
HCRTR1,-0.03387561638230323,0.18937808509989335,0.08269925538809128,-0.13112929694272224,0.826809617074743,0.09917637744640828
HCRTR2,-0.09175307565941884,0.10459259556806759,0.07628889834154455,-0.2943228485047989,0.0705803345716719,0.7329405426438399
