model,embedding_dim,regressor,max_iter,split_random_r,split_random_rmse,split_scaffold_r_mean,split_scaffold_r_std,split_scaffold_rmse,n_compounds,target,notes
ibm/MoLFormer-XL-both-10pct,768,"MLP (256, 128)",200,0.6301651571463234,0.8101910755319262,0.305194989447093,0.04629265540095021,1.1172621686134339,1816,CHRM4,"MoLFormer-XL (45M), mean pooling, inference-only, no protein embedding"
